period,oil_price,oil_prod,gs_imp,gs_exp,gs_imp_cvm,gs_exp_cvm,g_imp,g_exp,g_imp_cvm,g_exp_cvm,ind_prod,cpi_index,epu,oil_price_real,gs_imp_def,gs_exp_def,g_imp_def,g_exp_def,oil_price_y_y,oil_prod_y_y,gs_imp_y_y,gs_exp_y_y,gs_imp_cvm_y_y,gs_exp_cvm_y_y,g_imp_y_y,g_exp_y_y,g_imp_cvm_y_y,g_exp_cvm_y_y,ind_prod_y_y,cpi_index_y_y,epu_y_y,oil_price_real_y_y,gs_imp_def_y_y,gs_exp_def_y_y,g_imp_def_y_y,g_exp_def_y_y,oil_price_m_m,oil_prod_m_m,gs_imp_m_m,gs_exp_m_m,gs_imp_cvm_m_m,gs_exp_cvm_m_m,g_imp_m_m,g_exp_m_m,g_imp_cvm_m_m,g_exp_cvm_m_m,ind_prod_m_m,cpi_index_m_m,epu_m_m,oil_price_real_m_m,gs_imp_def_m_m,gs_exp_def_m_m,g_imp_def_m_m,g_exp_def_m_m,oil_price_y_y_m_m,oil_prod_y_y_m_m,gs_imp_y_y_m_m,gs_exp_y_y_m_m,gs_imp_cvm_y_y_m_m,gs_exp_cvm_y_y_m_m,g_imp_y_y_m_m,g_exp_y_y_m_m,g_imp_cvm_y_y_m_m,g_exp_cvm_y_y_m_m,ind_prod_y_y_m_m,cpi_index_y_y_m_m,epu_y_y_m_m,oil_price_real_y_y_m_m,gs_imp_def_y_y_m_m,gs_exp_def_y_y_m_m,g_imp_def_y_y_m_m,g_exp_def_y_y_m_m
1998-07-01,11.55,75195.4,20643,20339,27548,30698,15744,13663,19835,19675,80.3158981034966,163.2,102.52676,7.077205882352942,74.93465950341222,66.25513062740244,79.37484245021426,69.44345616264295,-33.96226415094339,2.38606810723962,1.5395966551893754,-0.5184641721692345,7.596766003983908,3.9025215772550346,0.45941807044410415,-2.0222301900322694,8.127998255560401,0.8405514837783814,1.5341529392504776,1.7456359102244283,86.56782062865133,-35.09526452090268,-5.629508742456327,-4.254935955656388,-7.0921318334143475,-2.838919097215738,-0.5167958656330639,-0.6014508845954549,-2.1566025215660254,-0.3869135076892937,-1.5228426395939088,-0.05860138038807137,-2.9466157070644803,-0.9640475500144969,-2.1508559025208425,-0.5408957638257,0.01953192693131329,0.24570024570023172,35.70954988353864,-0.7606272483153189,-0.6435602925180808,-0.3285046355522889,-0.8132516762240712,-0.4254530436791376,2.6559726513706807,-35.869133022329585,-54.93642559179563,-141.65684047863328,-18.865270306511736,-29.725632488786196,-81.49585588534421,599.4894227321621,-14.672154444746516,-75.76092938407409,-25.685302653426866,7.558028006904206,354.4558685674071,2.7611674401199586,3.5306901033626685,4.237207257059755,10.292387300926682,-21.813179784520283
1998-08-01,11.34,74483.3,20397,20139,27416,30287,15476,13387,19710,19241,80.4508816341245,163.4,56.53372,6.940024479804161,74.39816165742631,66.49387526001254,78.51851851851852,69.57538589470403,-36.8596881959911,0.17793977216177712,4.993050908529367,-0.09425538247842047,11.126423736370636,4.860990894297683,5.11444678394349,-1.1664820967146547,13.451908133310308,2.3348579938304437,1.3595417444385332,1.6169154228855687,76.06715587255731,-37.86436879997165,-5.5192749137610235,-4.725538290755923,-7.348894775370367,-3.421453998359164,-1.8181818181818254,-0.9469994175175495,-1.1916872547594826,-0.9833325138895719,-0.4791636416436765,-1.3388494364453711,-1.7022357723577235,-2.020054160872429,-0.6301991429291656,-2.2058449809402796,0.16806576756940922,0.12254901960785358,-44.85954691243534,-1.93835540224771,-0.7159542053587046,0.3603413506989068,-1.0788354411321786,0.18998151784394193,8.531304132640471,-92.54255267811149,224.3090254645432,-81.82027080404427,46.462635949767304,24.56025669733309,1013.2445833050328,-42.31704667132673,65.50087377427518,177.77691657088894,-11.381602860093732,-7.373845060411862,-12.129986269538385,7.890250484989777,-1.9581429524027194,11.06015084607629,3.6203915548536325,20.519602045537173
1998-09-01,12.77,74500.4,21032,20150,28081,30237,16094,13302,20372,19218,80.7682838787277,163.5,120.30372,7.810397553516819,74.89761760621062,66.64020901544465,79.00058904378558,69.2163596628161,-28.45938375350141,-0.4023988855823554,6.013407933867635,-2.355107578988176,12.014839044237902,1.8698200929856479,6.181962129709046,-5.128022252335782,14.558848338300622,-1.1216299650133772,1.3978352883431302,1.4267990074441759,61.73924406786223,-29.46576551109742,-5.357710783300875,-4.147379143417893,-7.312299599812692,-4.051838926860149,12.61022927689594,0.022958166461463536,3.113202921998333,0.054620388301305924,2.4255908958272543,-0.16508733119820385,3.99327991729129,-0.634944348995294,3.358701166920345,-0.11953640663167195,0.39452923094949666,0.06119951040391328,112.79993603817331,12.541354518928424,0.6713283469074092,0.2200710288878453,0.6139577444438998,-0.5160247798427987,-22.78994981678471,-326.1433071952612,20.435542197161375,2398.645188275982,7.984733719633269,-61.53417824380023,20.872547723381516,339.614312708153,8.228871279972928,-148.0384660641948,2.816650835566039,-11.757969078067703,-18.83587159312229,-22.180756090883307,-2.927270936574047,-12.23477859589081,-0.4979684248619551,18.424474764334118
1998-10-01,12.11,74671.4,20561,20256,27401,30125,15596,13316,19782,19293,80.8870918352682,163.9,134.35567,7.388651616839536,75.03740739389073,67.23983402489625,78.83934890304317,69.0198517597056,-35.344367325146834,-0.8565188238964979,1.5859683794466402,-2.0455534600319165,7.349657198824682,0.3263729310287408,-0.08968609865470852,-5.807455612930608,7.956777996070727,-1.7117530184930458,0.9066317305509574,1.486068111455112,50.91893226469042,-36.29112460653577,-5.369079855283546,-2.3642102487760748,-7.453412600937656,-4.167031888571749,-5.1683633516053265,0.22952896897197866,-2.2394446557626475,0.5260545905707196,-2.421566183540472,-0.37040711710817875,-3.094320864918603,0.10524733122838671,-2.8961319458079715,0.3902591320636903,0.14709728972189334,0.24464831804281695,11.680395252948125,-5.399801146964429,0.18664116716647572,0.8997946109572222,-0.2040999221575943,-0.28390384017272596,24.192314321628107,112.85317991299502,-73.6261301929238,-13.143948145640676,-38.8285005586534,-82.54522281298182,-101.45077075486597,13.249423016550832,-45.347476591685684,52.612989300141464,-35.14030314504378,4.153991115896892,-17.525824889074435,23.163691752273586,0.2122001810569383,-42.99507792702772,1.9298033292916308,2.8429797874730887
1998-11-01,10.99,75665.4,20903,20314,27790,30234,15883,13322,20149,19408,80.7876158149247,164.1,125.8946,6.697135892748324,75.21770421014755,67.189257127737,78.82773338627227,68.64179719703215,-38.53467561521252,0.6744413472860611,4.520226011300565,0.49967842477613417,8.890717448375847,1.3000067010654694,3.169860344267619,-3.1056804131209543,9.481634427298413,0.12897900221843883,0.7233023323296088,1.4842300556586308,83.03252099657705,-39.433620030346525,-4.0136492251024665,-0.7900574761570139,-5.7651441870117015,-3.230492758013373,-9.248554913294791,1.3311656136084231,1.6633432226059044,0.2863349131121643,1.4196562169263895,0.3618257261410789,1.8402154398563735,0.04505857614899369,1.8552219189161865,0.5960711138754989,-0.12298132877131653,0.12202562538132314,-6.297516137577228,-9.35915996519815,0.24027591373245205,-0.07521865259294594,-0.01473314649666531,-0.5477475726688921,9.02635563035201,-178.74215119031186,185.01362762842194,-124.42754171618364,20.96778404573214,298.3194001315597,-3634.3942838583957,-46.522528623275356,19.16424502456524,-107.53490724567183,-20.22093337831225,-0.12368583797154843,63.068071743828966,8.659129354301731,-25.24511958687376,-66.58260505528145,-22.650945336282156,-22.47496912915095
1998-12-01,9.39,75352.5,20977,20374,28036,30507,15863,13388,20280,19502,80.7500325560483,164.4,56.46775,5.711678832116788,74.82165786845484,66.78467237027567,78.2199211045365,68.64936929545688,-41.12852664576802,0.40520517426088476,1.3283740701381508,-4.000376949535881,6.337948037170491,-2.2368210222720717,-1.2389490723446643,-9.473257150584894,5.779261422908409,-5.810190775175079,0.4941403119407222,1.6069221260815787,10.768078847573754,-42.05958401025101,-4.710993638208303,-1.8039060776302962,-6.634769803500581,-3.8890262179704775,-14.558689717925382,-0.41353115162279486,0.3540161699277616,0.29536280397755243,0.8852105073767541,0.9029569358999802,-0.12592079581942958,0.4954211079417505,0.6501563353020001,0.4843363561417972,-0.04652106451873612,0.1828153564899521,-55.146805343517514,-14.714604517710203,-0.5265334083930729,-0.6021569142997739,-0.7710640096136834,0.011031323091666602,6.731212834010497,-39.91987948375014,-70.612662578879565,-900.590289910582,-28.71274929192239,-272.06226863590786,-139.0852888703814,205.03000600325927,-39.04783539988174,-4604.757111808743,-31.682743183034212,8.266378244746097,-87.03149233778213,6.6592008998505525,17.37432381346265,128.32592970385267,15.084195438651127,20.384922960238335
1999-01-01,10.16,75647.6,21218,19878,28295,29898,15989,12926,20333,18826,81.6533330730323,164.7,71.11098,6.168791742562235,74.98851387170879,66.48605257876781,78.63571533959573,68.66036332731329,-29.09979064898814,-1.0903290338186282,7.080494574817058,-2.5731510072048227,10.886859740565114,-0.8982730617521297,5.887417218543047,-7.393609399627454,11.689096402087339,-4.056671083477728,1.1349836872862782,1.6666666666666596,1.0584630286879264,-30.262089162939137,-3.432656650800242,-1.6900592928076366,-5.194490214745671,-3.478030576834686,8.200212992545255,0.391626024352219,1.1488773418505982,-2.4344753116717386,0.9238122414039093,-1.996263152719048,0.7943012040597617,-3.450851508813863,0.2613412228796844,-3.466311147574608,1.1186379601234542,0.18248175182480714,25.932023145954986,8.003126994380358,0.2230049533883716,-0.4471382143678366,0.5315707676354625,0.016014760178052152,-29.24669804095108,-369.0807282526549,433.0196315922282,-35.677286424136696,71.77262540993374,-59.84153167338795,-575.1944490665248,-21.952826972811977,102.25934676969173,-30.180070836736196,129.68854389326415,3.717948717948507,-90.17036331484127,-28.049480576024045,-27.13518814884755,-6.311125963509953,-21.70805666829619,-10.56808615063215
1999-02-01,10.33,76090.3,21147,19880,28351,30063,15812,12942,20224,19000,81.6344361832548,164.7,64.79443,6.2720097146326665,74.58996155338437,66.12779829025712,78.18433544303798,68.1157894736842,-22.44744744744745,-1.0304035378662206,2.1643557659790327,-2.8585389689714145,5.905864774000747,-1.1248149975333004,-0.622211048959839,-7.477838146983129,4.549214226633581,-4.059785901838012,1.0525804730051114,1.6666666666666596,-6.579502271048562,-23.718800767981072,-3.5328629023576275,-1.753447006339231,-4.946402815025672,-3.5626898243607457,1.673228346456692,0.585213542795802,-0.3346215477424828,0.01006137438374082,0.19791482594097898,0.5518763796909493,-1.107011070110701,0.1237815256073031,-0.5360743618747849,0.924253691702964,-0.023142827201667826,0,-8.882664814913243,1.6732283464566937,-0.5314844870859391,-0.5388412676271609,-0.5740138493157046,-0.7931415262587983,-22.860450378435996,-5.496092839290195,-69.43213862945508,11.090991588426233,-45.752357293672766,25.21971830473113,-110.56848913306364,1.13921013138615,-61.08155780269533,0.07678262043402614,-7.260299439033449,0,-721.6090777591477,-21.622064358237992,2.919204037899477,3.7506206913185,-4.775972029281144,2.434114527052457
1999-03-01,12.1,75679.6,21738,20585,29154,30896,16328,13612,20857,19813,82.1321049809448,164.8,65.50213,7.342233009708737,74.56266721547642,66.62674779906784,78.28546770868293,68.70236713269065,-1.94489465153971,-1.3245887959528189,2.6927437641723357,-0.2326370377550526,5.933650666763563,0.06477522995206633,-0.05508967374670993,-3.6113864891658403,4.25372388283515,-1.9158415841584158,1.8915355445494282,1.7283950617284023,-24.790729834581732,-3.6108794511494695,-3.059374317974,-0.2972197429351632,-4.133006856833528,-1.7286633564402065,17.134559535333974,-0.5397534245495116,2.794722655695843,3.546277665995976,2.8323515925364187,2.7708478861058445,3.2633442954717937,5.17694328542729,3.1299446202531644,4.278947368421052,0.609630960851887,0.06071645415909092,1.092223513656943,17.0634827394994,-0.03659250834767057,0.7545230927251922,0.12935105871511865,0.8611478535869709,-91.33578703728799,28.550489907653336,24.413176729024958,-91.86168038007325,0.47047966430143473,-105.7587452242473,-91.14614344460705,-51.70547398618378,-6.495415011860067,-52.80929510861534,79.7046015065342,3.703703703704575,276.787313284579,-84.77629840365313,-13.402404720195868,-83.0494025847017,-16.44419164006,-51.47870172081621
1999-04-01,14.82,74266.6,21411,20324,28547,30327,15973,13288,20220,19267,81.9943679600908,165.9,59.44795,8.933092224231464,75.00262724629559,67.0161901935569,78.99604352126607,68.96766491929205,15.69086651053864,-3.0251986722971145,4.919880433184692,0.16757023164120255,6.929617560025471,-0.22043824439034018,2.660839385564625,-3.324845398326664,5.356398499374739,-2.0438253088616603,1.782339596316708,2.2811344019728836,4.190330838930207,13.11066032555373,-1.8794952911082792,0.38886568471997385,-2.558514862128768,-1.3077481776969613,22.479338842975213,-1.8670817499035406,-1.5042782224675684,-1.2679135292688852,-2.082047060437676,-1.841662351113413,-2.1741793238608524,-2.3802527181898325,-3.0541305077432037,-2.755766415989502,-0.16770180295021078,0.6674757281553363,-9.242722335899604,21.667239549863254,0.5900540407812099,0.5845135885418387,0.9076726924942822,0.38615523405329283,-906.7720530835276,128.38775939675625,82.7088228239536,-172.03076228026944,16.785061157048972,-440.3125616898071,-4930.014782441031,-7.934378989864409,25.922571537592276,6.680287439290798,-5.772873184824618,31.979918971287713,-116.9028135391356,-463.0877325849288,-38.5660237759683,-230.83440584389535,-38.09555728419586,-24.349169962740774
1999-05-01,15.57,74094.6,21289,20727,28712,30967,15883,13636,20389,19848,82.7381018438754,166,60.37749,9.379518072289157,74.14669824463638,66.93254109213034,77.89984795723184,68.70213623538895,23.473433782712142,-2.452042007922893,1.7638623326959848,1.7575727821689824,4.868694985207641,1.8617808624716292,-1.1082747026959716,-1.1095801000797738,3.1101446343683623,1.3376901868681712,2.5217590672271637,2.0910209102091057,-27.18875153304318,20.94445983776502,-2.9606858871940935,-0.1023034149023299,-4.091177790529702,-2.414965530036401,5.060728744939271,-0.23159805349915033,-0.5698005698005698,1.9828773863412714,0.5779941850281991,2.1103307283938406,-0.5634508232642584,2.618904274533414,0.8358061325420376,3.015518762651165,0.9070548408234556,0.06027727546714546,1.5636199397960786,4.997439149309803,-1.1411986927451006,-0.12481924320819009,-1.3876588183041496,-0.3850046021042304,49.59934664504605,-18.946083429919273,-64.1482683034592,948.8574044179018,-29.740783772925187,-944.581604984518,-141.65131908030583,-66.62761821532496,-41.93589900506069,-165.45031911818424,41.48589148995524,-8.334164422725577,-748.8449857096361,59.7513726821416,57.52558153249058,-126.30816215526954,59.904398097797575,84.66594495962741
1999-06-01,15.91,73037.8,21908,20582,29542,30679,16589,13464,21255,19493,82.8234012993544,166,49.61611,9.584337349397591,74.15882472412159,67.08823625281137,78.04751823100446,69.07094854563177,37.037037037037045,-3.4535177606463305,3.839226466963693,0.8032128514056224,5.605204833059269,-0.12045839301992446,2.262359758352854,-2.4064946361264132,4.854225247891076,-1.4609240723890404,3.1421925940858735,1.9656019656019585,-34.32563405815086,34.395359214636365,-1.6722455762357875,0.9247852258474955,-2.4718751041368963,-0.9595894368159288,2.18368657675016,-1.426284776488439,2.9076048663629104,-0.6995706083851981,2.8907773753134576,-0.9300222817838344,4.445004092425863,-1.261366969785861,4.247388297611457,-1.7885933091495363,0.1030957365204737,0,-17.82349680319603,2.1836865767501688,0.016354712714508564,0.23261504514930242,0.18956426443051813,0.5368280092182034,57.78278278278276,40.842520213256066,117.66021053897144,-54.29988108860022,15.127459208049302,-106.47006290847831,-304.13348358935497,116.883362990504,56.07715455576934,-209.21243848019753,24.603203966702353,-5.997976586212382,26.249394042363605,64.22175353798329,-43.518304881014885,-1003.9632027243639,-39.580354834277394,-60.26488060053325
1999-07-01,18.05,74660.9,22009,21106,29408,31353,16776,13950,21212,20033,83.4242128546967,166.7,48.86079,10.82783443311338,74.8401795429815,67.31732210633751,79.08730907033754,69.63510208156542,56.27705627705627,-0.7108147572856851,6.617255243908346,3.771080190766508,6.751851314069987,2.133689491172063,6.554878048780488,2.100563565834736,6.942273758507689,1.8195679796696316,3.870111428243856,2.144607843137255,-52.3433784506601,52.995894327627994,-0.12608312502763236,1.6031837366807113,-0.3622474968149609,0.2759740507062652,13.450659962287872,2.2222739458198237,0.46101880591564726,2.545913905354193,-0.4535914968519396,2.196942533980899,1.1272529989752245,3.6096256684491976,-0.2023053399200188,2.770225209049402,0.7254128011125125,0.42168674698794495,-1.5223281309236003,12.974262469944737,0.9187778007467423,0.34146948305939934,1.3322535589863527,0.8167739806858847,51.94805194805189,-79.41766029450925,72.35907547651641,369.49948375043033,20.45681674731749,-1871.3082813740832,189.73632617797568,-187.28727395860244,43.01507251901357,-224.54911340423754,23.16595219300199,9.10692401960823,52.490638226770926,54.07861856281031,-92.46025064623315,73.35741228040436,-85.34523462740053,-128.75959656475493
1999-08-01,19.56,74583.9,22661,21834,30411,32498,17442,14572,22157,21019,83.5702788513091,167.1,43.78325,11.705565529622978,74.5158002038736,67.18567296449012,78.72004332716523,69.32775108235406,72.48677248677248,0.135063833100831,11.099671520321616,8.416505288246686,10.92427779398891,7.300161785584574,12.70354096665805,8.851871218346156,12.415017757483511,9.240683956135335,3.87739345277909,2.2643818849449135,-22.5537431465681,68.66749625576674,0.1581202328479027,1.0403931215806372,0.25665895440854525,-0.3559230166897593,8.365650969529074,-0.10313296517990007,2.9624244627197966,3.4492561356960105,3.41063656147987,3.6519631295250856,3.969957081545064,4.458781362007168,4.455025457288327,4.9218788998153045,0.1750882526956553,0.2399520095980838,-10.391849988508167,8.106247855299179,-0.43342939726863183,-0.19556503100261652,-0.4643801230431009,-0.4413736607312751,28.80341880341881,-119.00127026295647,67.73830102049718,123.18552941023381,61.796776703659404,242.13796411278673,93.80285753785304,321.40458695562205,78.83215484363502,407.8504380920746,0.18816059098686536,5.584892463717115,-56.91194604905432,29.571351001748774,-225.4095128219967,-35.10456114439483,-170.8518227634983,-228.96974037192658
1999-09-01,21.64,74698.3,22347,21983,30036,32535,17033,14525,21668,20957,84.0744996367394,167.8,55.62635,12.896305125148986,74.40071913703555,67.567235285077615,78.60900867638915,69.30858424392804,69.45967110415037,0.2656361576582257,6.2523773297831875,9.096774193548388,6.962002777678858,7.599960313523167,5.834472474213992,9.19410614945121,6.36167288435107,9.048808408783431,4.093457975380453,2.629969418960252,-53.76173737603459,65.11714079576033,-0.6634369490730788,1.3910914796472378,-0.49566765531254225,0.13324101637416727,10.633946830265858,0.15338430948235307,-1.3856405277790036,0.6824219107813502,-1.2331064417480517,0.1138531601944735,-2.344914574016741,-0.32253637112270106,-2.206977478900573,-0.2949712165183881,0.6033494112511356,0.41891083183723343,27.049385324296388,10.17242261822065,-0.15443847683737563,0.5679221532679443,-0.14105003768177563,-0.027646704424680774,-4.176074170186702,96.67452904280954,-43.67060936590651,8.082557807593496,-36.27036121774838,4.106738134634169,-54.07207730878141,3.8662439010154905,-48.75824579053551,-2.076421488525299,5.572416759679119,16.145135961650396,138.37168414421384,-5.170358107688017,-519.5775184009784,33.708254196624765,-293.1230712190727,-137.43534700659916
1999-10-01,21.62,75298.3,22605,22082,30447,32596,17152,14411,21901,20864,84.6412269524642,168.1,60.05671,12.861392028554432,74.24376785890236,67.74450852865382,78.31605862745992,69.0711273006135,78.53014037985137,0.8395449931299115,9.941150722241137,9.014612954186415,11.116382613773219,8.202489626556018,9.976917158245705,8.22319014719135,10.711758163987463,8.142849738247032,4.641204216912063,2.5625381330079247,-55.30020430101684,74.06954198844521,-1.0576585233313747,0.7505588184092028,-0.6637425129256123,0.07429100411054489,-0.0924214417744897,0.8032311310966915,1.154517384883877,0.4503479961788655,1.3683579704354774,0.18749039495927464,0.6986438090764986,-0.7848537005163512,1.0753184419420343,-0.4437658061745479,0.6740775362011652,0.17878426698449518,7.964498839129298,-0.27072170095037795,-0.21095397995294962,0.26236569074976,-0.37266727295241664,-0.3426082727051867,13.05861247471271,216.05072160774577,58.997933072376874,-0.9031909291564414,59.672194464125695,7.928058676316062,70.9994725716788,-10.560200050744617,68.3795812629264,-10.01191128830853,13.381015386647555,-2.563957035629177,2.861639150947633,13.74814846487816,59.42110622706237,-46.045329916078956,33.908780573364375,-44.243142140314376
1999-11-01,23.14,75297.3,22985,22357,30748,32854,17446,14564,22073,21012,85.398214419253,168.4,43.94888,13.741092636579571,74.7528294523221,68.04955256589761,79.03773841344629,69.31277365315059,110.5550500454959,-0.4864839147086929,9.960292780940534,10.05710347543566,10.644116588700973,8.665740556988819,9.840710193288421,9.32292448581294,9.548860985656857,8.264633140972794,5.707061110567551,2.6203534430225544,-65.09073463039718,105.17864437331279,-0.6180390144940447,1.2804062359627926,0.26641007948934914,0.9775042081028867,7.030527289546713,-0.0013280512309042833,1.6810440168104401,1.2453582103070375,0.9886031464512103,0.791508160510492,1.7140858208955223,1.0616889875789328,0.7853522670197708,0.7093558282208589,0.8943484092142662,0.17846519928614596,-26.821032986988463,6.83985532881711,0.6856623903937606,0.45028599936593366,0.9214965597532321,0.3498514675826673,40.78040547328656,-157.94613971730448,0.19255375191698518,11.564451258721093,-4.248378645109853,5.647686879517662,-1.3652209675281444,13.373573016516078,-10.856268042348303,1.4955870075035902,22.965093623151024,2.2561736455709127,17.7043294019084,41.99985790342889,-41.565353953053986,70.59372357739967,-140.13756453765177,1215.7773539422917
1999-12-01,24.35,74616.5,22829,22212,30348,32484,17315,14453,21708,20573,85.5997327128565,168.8,25.34095,14.425355450236966,75.22406748385396,68.37827853712596,79.76322093237516,70.25227239585865,159.31842385516507,-0.9767426429116486,8.828717166420365,9.021301658977128,8.246540162648024,6.480479889861343,9.153375780117253,7.954884971616373,7.041420118343194,5.491744436468054,6.005818206255258,2.6763990267639937,-55.12314551226143,152.5589388731584,0.5378250453987603,2.3861854977963035,1.9730265718066033,2.3349130761902765,5.229040622299053,-0.9041492855653562,-0.6787035022840983,-0.6485664445140225,-1.3008976193573565,-1.1261946794910818,-0.7508884558064887,-0.7621532546003845,-1.653603950527794,-2.089282314867695,0.23597483269868783,0.23752969121140477,-42.3399413136353,4.979682706132463,0.630394909442743,0.4830685270267146,0.9178938232441228,1.3554481997927712,44.10777598092709,100.77593798687529,-11.36086698862397,-10.29920611822742,-22.524898201491357,-25.217240843485545,-6.984601717464918,-14.673931085448208,-26.259057191009866,-33.551261831064835,5.234867647281883,2.138855881853527,-15.313376281177987,45.047447399757054,-187.02121270435472,86.36159609157386,640.5975688264015,138.86475954122096
2000-01-01,25.29,75684.66,23267,22298,30973,32936,17831,14649,22434,21097,85.4289913632021,169.3,30.08247,14.937979917306555,75.12026603816227,67.70099587077969,79.48203619506107,69.43641276010807,148.91732283464566,0.04899031826521617,9.656895089075315,12.174263004326392,9.464569711963245,10.161214796976386,11.520420288948651,13.329723038836452,10.332956277971771,12.063104217571444,4.624010004334765,2.792956891317561,-57.69644856532704,142.1540642106682,0.17569646289948349,1.8273656577407802,1.0762550474811858,1.1302728316412265,3.8603696098562534,1.4315332399670362,1.9186122913837662,0.3871781019268864,2.0594437854224332,1.391454254402167,2.9800750794109154,1.3561198367121012,3.3443891652846878,2.547027657609488,-0.19946481635303978,0.2962085308056872,18.710900735765634,3.5536349092955493,-0.1379896742674368,-0.9904938831979251,-0.3525243013349299,-1.1613284637304897,-6.528498568360777,-105.01568336559744,9.380501233009117,34.95018196417078,14.770188773616574,56.79725837701499,25.85979823938876,67.56650896144828,46.745345460271395,119.658878105582,-23.00782598582978,4.35502566650146,4.668280500235985,-6.820232717494913,-67.33204145053962,-23.418960536454776,-45.45156852623064,-51.592509238698604
2000-02-01,27.39,76268.81,23037,22247,30628,33079,17634,14664,22172,21056,86.0583098153651,170,36.6259,16.111764705882354,75.2154890949458,67.25414915807612,79.53274400144326,69.64285714285714,165.15004840271058,0.23460283373832766,8.937437934458789,11.906438631790744,8.03146273500053,10.032265575624521,11.522894004553503,13.30551692165044,9.632120253164556,10.821052631578947,5.419126828020825,3.217972070431094,-43.47369056259929,156.88360571721427,0.8386216168160001,1.703294071390472,1.724653091651178,2.2418703225379226,8.303677342823256,0.7718208683239036,-0.9885245197060214,-0.22872006457978294,-1.1138733735834436,0.43417537041535104,-1.1048174527508272,0.10239606799098913,-1.1678701970223768,-0.19434042754894063,0.7366567743817231,0.41346721795628383,21.751638080250725,7.8577210243528235,0.1267608087744918,-0.6600297483902121,0.06379781999765013,0.2973142974166914,10.900495160048884,378.8759127227369,-7.450191267278402,-2.1999226765552087,-15.141808033293517,-1.269033515463485,0.02147244234852251,-0.18159504976574858,-6.782531600383196,-10.296284966047887,17.1953958347988,15.21739130434751,-24.651011208469747,10.36167455945355,377.31274891730646,-6.789642008688128,60.245761047761945,98.347713912807
2000-03-01,27.7,76317.8,23367,22988,30760,33972,17889,15339,22209,21779,86.5150808859783,171,45.16381,16.198830409356724,75.96553966189857,67.6674908748381,80.54842631365663,70.43023095642592,128.92561983471074,0.843291983572848,7.493789677063208,11.67354870051008,5.508678054469369,9.955981356809943,9.560264576188143,12.687334704672349,6.4822361796998615,9.922777974057437,5.336495279221668,3.76213592233009,-31.04986051598627,120.62539268280896,1.8814676282542737,1.5620499426280148,2.890649658496849,2.514998967063382,1.1317999269806451,0.06423333470130875,1.4324781872639667,3.3307861734166404,0.43097818989160247,2.6995979322228605,1.4460700918679823,4.603109656301146,0.16687714234169224,3.4337006079027357,0.5307692791006304,0.5882352941176471,23.3111268255524,0.5403858923199267,0.9972022730663601,0.6145966039811854,1.277061825246392,1.1305880399961932,-21.93425246819685,259.4551566727632,-16.15281994663722,-1.9559999298097117,-31.411272937083407,-0.7603887500738283,-17.032434973278313,-4.646059379866702,-32.70187654093942,-8.301176309780491,-1.5248129711947558,16.91014837882348,-28.577813122912833,-23.111537288199145,124.35238855369046,-8.292410050318184,67.60760018870513,12.183070616513742
2000-04-01,24.29,76934.26,23962,22997,31752,34222,18340,15179,22976,21884,87.1411984616559,170.9,42.74244,14.212990052662375,75.46611237087427,67.199462334171,79.8224233983287,69.36117711570097,63.90013495276652,3.5920050197531443,11.91443650460044,13.15193859476481,11.22709916979017,12.84334091733439,14.818756651849995,14.230885009030706,13.630069238377843,13.582809985986403,6.2770536923587565,3.013863773357444,-28.101069927558477,59.10492913203025,0.6179585190485093,0.27347442473942335,1.046102868228022,0.570574916331327,-12.310469314079423,0.8077538922767583,2.5463260153207514,0.039150861318949015,3.2249674902470744,0.7359001530672318,2.5211023534015315,-1.0430927700632375,3.453554865144761,0.4821157996234905,0.7237091721647725,-0.05847953216373936,-5.361305877427073,-12.259158880676303,-0.6574392721319635,-0.691659369390223,-0.9013247664217227,-1.5178905793825306,-50.43643378663623,325.9503338967586,58.990804626767556,12.664442768719763,103.80750261274136,29.00125519569678,55.00362499129194,12.166072230993603,110.26801339115875,36.88515475704405,17.62502099082283,-19.88955647591811,-9.49695277023736,-51.001254530669286,-67.15550617143042,-82.49259404092251,-63.810804081598725,-77.31311528141286
2000-05-01,26.35,77479.41,23897,23175,31212,33922,18142,15150,22323,21435,87.8483415925384,171.2,53.87834,15.391355140186917,76.56350121748045,68.31849537173515,81.2704385611253,70.67879636109167,69.23570969813746,4.568227644119811,12.250457982995913,11.810681719496309,8.70716076901644,9.542416120386218,14.22275388780457,11.102962745673219,9.48550689097062,7.995767835550181,6.176404382959972,3.132530120481921,-10.764193741740506,64.09537272132486,3.2594883252524243,2.070673333165551,4.3268256515005845,2.8771450700313603,8.480856319473045,0.708591984897247,-0.2712628328186295,0.7740140018263252,-1.7006802721088436,-0.8766290690199288,-1.0796074154852782,-0.1910534290796495,-2.8420961002785514,-2.051727289343813,0.8114911699242451,0.17554125219425568,26.053496244014145,8.290761360969295,1.4541478448142646,1.6652410580301937,1.8140456041665685,1.8996494871948169,8.34986459624047,27.177652007673313,2.8202884648865054,-10.198168624375986,-22.44514244208664,-25.701449632104545,-4.021948521376244,-21.97981546033542,-30.407492984243117,-41.13318345909617,-1.6034482789482583,3.9373493975901432,-61.69471920645927,8.443362783071477,427.4606991859525,657.1725711238138,313.61378339682113,404.2536900378972
