period,oil_price,oil_prod,gs_impo,gs_exp,gs_imp_cvm,gs_exp_cvm,g_imp,g_exp,g_imp_cvm,g_exp_cvm,ind_prod,cpi_index,epu
1977-08-01,14.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.659154839448,NA,NA
1977-09-01,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7609398770153,NA,NA
1977-10-01,14.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7494545376578,NA,NA
1977-11-01,14.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7916129678369,NA,NA
1977-12-01,14.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0842363045558,NA,NA
1978-01-01,14.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.985403370655,NA,NA
1978-02-01,14.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.887241394075,NA,NA
1978-03-01,14.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2917309947618,NA,NA
1978-04-01,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1344969008951,NA,NA
1978-05-01,14.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.094130020471,NA,NA
1978-06-01,14.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2896141470314,NA,NA
1978-07-01,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5724896028528,NA,NA
1978-08-01,14.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8324256634171,NA,NA
1978-09-01,14.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2598258242112,NA,NA
1978-10-01,14.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4410006485026,NA,NA
1978-11-01,14.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7341732458809,NA,NA
1978-12-01,14.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.418184178279,NA,NA
1979-01-01,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7107723524491,NA,NA
1979-02-01,15.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8467339626732,NA,NA
1979-03-01,16.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2024909503207,NA,NA
1979-04-01,17.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2515881070986,NA,NA
1979-05-01,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6909390481475,NA,NA
1979-06-01,21.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8701894325836,NA,NA
1979-07-01,23.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9174976148766,NA,NA
1979-08-01,23.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1155235338974,NA,NA
1979-09-01,25.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.0069715397327,NA,NA
1979-10-01,25.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1316816238003,NA,NA
1979-11-01,27.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4024081361589,NA,NA
1979-12-01,28.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5816498743361,NA,NA
1980-01-01,30.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7323253069551,NA,NA
1980-02-01,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8867919912221,NA,NA
1980-03-01,33.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8542144837882,NA,NA
1980-04-01,33.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2708235764025,NA,NA
1980-05-01,34.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3843368297349,NA,NA
1980-06-01,34.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1160141603819,NA,NA
1980-07-01,34.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7815653617736,NA,NA
1980-08-01,34.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7649383295528,NA,NA
1980-09-01,34.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.6449384863144,NA,NA
1980-10-01,34.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.0840946109338,NA,NA
1980-11-01,35.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6163756686024,NA,NA
1980-12-01,35.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7335020761324,NA,NA
1981-01-01,38.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4961954189851,NA,NA
1981-02-01,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.717135561448,NA,NA
1981-03-01,38.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7108095000447,NA,NA
1981-04-01,38.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6423385081141,NA,NA
1981-05-01,37.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7511418845528,NA,NA
1981-06-01,37.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9816621025086,NA,NA
1981-07-01,36.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2936273640943,NA,NA
1981-08-01,35.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.0239407269341,NA,NA
1981-09-01,35.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3447098001371,NA,NA
1981-10-01,35.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2277170481225,NA,NA
1981-11-01,36.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9609468916399,NA,NA
1981-12-01,35.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6008032212586,NA,NA
1982-01-01,35.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3358127857439,NA,NA
1982-02-01,35.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4645992238037,NA,NA
1982-03-01,34.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4782686838626,NA,NA
1982-04-01,32.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2492882360353,NA,NA
1982-05-01,32.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9196499623381,NA,NA
1982-06-01,33.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.6630123053781,NA,NA
1982-07-01,33.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4134531539208,NA,NA
1982-08-01,32.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.147205328067,NA,NA
1982-09-01,33.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2873119095073,NA,NA
1982-10-01,33.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.615083033644,NA,NA
1982-11-01,33.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6808379218707,NA,NA
1982-12-01,32.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.504049759678,NA,NA
1983-01-01,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1219003620274,NA,NA
1983-02-01,30.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9610227522551,NA,NA
1983-03-01,28.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3175933416009,NA,NA
1983-04-01,27.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.6466788754946,NA,NA
1983-05-01,28.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7185671422142,NA,NA
1983-06-01,29.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1975050208208,NA,NA
1983-07-01,28.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2746073171165,NA,NA
1983-08-01,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8285929731782,NA,NA
1983-09-01,29.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4043797941722,NA,NA
1983-10-01,29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5274148957108,NA,NA
1983-11-01,29.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.980817384418,NA,NA
1983-12-01,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4942910467174,NA,NA
1984-01-01,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.008315869401,NA,NA
1984-02-01,28.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1417571521058,NA,NA
1984-03-01,28.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1502594802693,NA,NA
1984-04-01,29.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1609184519733,NA,NA
1984-05-01,29.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.706099663613,NA,NA
1984-06-01,29.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2738455190285,NA,NA
1984-07-01,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9553250660391,NA,NA
1984-08-01,28.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4526333407661,NA,NA
1984-09-01,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3231887039581,NA,NA
1984-10-01,28.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4616912885186,NA,NA
1984-11-01,28.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5373552695821,NA,NA
1984-12-01,28.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7867667516599,NA,NA
1985-01-01,27.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0395916093034,NA,NA
1985-02-01,26.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3012420828352,NA,NA
1985-03-01,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4216307364631,NA,NA
1985-04-01,27.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3428972740598,NA,NA
1985-05-01,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7846894101117,NA,NA
1985-06-01,27.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5524684088054,NA,NA
1985-07-01,26.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6848145969145,NA,NA
1985-08-01,26.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6828470167738,NA,NA
1985-09-01,26.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6698108533171,NA,NA
1985-10-01,26.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8205190409576,NA,NA
1985-11-01,27.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.279692620261,NA,NA
1985-12-01,26.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9709380811042,NA,NA
1986-01-01,24.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2291762466218,NA,NA
1986-02-01,18.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2135538370005,NA,NA
1986-03-01,14.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.0315005148426,NA,NA
1986-04-01,13.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1773357324022,NA,NA
1986-05-01,13.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7660232477555,NA,NA
1986-06-01,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.0707179289173,NA,NA
1986-07-01,10.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3028365756732,NA,NA
1986-08-01,11.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.962516774488,NA,NA
1986-09-01,12.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2250175102636,NA,NA
1986-10-01,12.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3016492537373,NA,NA
1986-11-01,13.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.262476899525,NA,NA
1986-12-01,14.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.8095992886855,NA,NA
1987-01-01,16.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.302264368359,NA,NA
1987-02-01,16.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.081784712348004,NA,NA
1987-03-01,17.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.288260059344,NA,NA
1987-04-01,17.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5803663621278,NA,NA
1987-05-01,18.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8856634663348,NA,NA
1987-06-01,18.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1821223695792,NA,NA
1987-07-01,19.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.313740358354,NA,NA
1987-08-01,19.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6619942992357,NA,NA
1987-09-01,18.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.9821558282958,NA,NA
1987-10-01,18.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7000413441508,NA,NA
1987-11-01,18.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.9986295124475,NA,NA
1987-12-01,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.2311365760102,NA,NA
1988-01-01,15.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4726873299261,NA,NA
1988-02-01,15.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.9546069631805,NA,NA
1988-03-01,14.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8502419309481,NA,NA
1988-04-01,15.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1675127932498,NA,NA
1988-05-01,15.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1540242426894,NA,NA
1988-06-01,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4280125328421,NA,NA
1988-07-01,14.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3542326472731,NA,NA
1988-08-01,14.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.8068981542166,NA,NA
1988-09-01,13.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.0065233461945,NA,NA
1988-10-01,13.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.0674782378147,NA,NA
1988-11-01,12.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5786618694676,NA,NA
1988-12-01,14.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.0736522189,NA,NA
1989-01-01,16.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1507004969896,NA,NA
1989-02-01,16.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.0361425513224,NA,NA
1989-03-01,17.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5052694787462,NA,NA
1989-04-01,19.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5571759602415,NA,NA
1989-05-01,19.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1448729708159,NA,NA
1989-06-01,18.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8178846540342,NA,NA
1989-07-01,17.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4850543224533,NA,NA
1989-08-01,17.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7951861359268,NA,NA
1989-09-01,17.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8244369789296,NA,NA
1989-10-01,18.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7122919320895,NA,NA
1989-11-01,18.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0526527091216,NA,NA
1989-12-01,20.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4818975461162,NA,NA
1990-01-01,20.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1405845032608,127.5,NA
1990-02-01,19.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3034971497784,128,NA
1990-03-01,18.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.0627079462002,128.6,NA
1990-04-01,16.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8989798569019,128.9,NA
1990-05-01,16.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1527545107359,129.1,NA
1990-06-01,15.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3202460503369,129.9,NA
1990-07-01,16.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.4248200682637,130.5,NA
1990-08-01,24.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6667743695281,131.6,NA
1990-09-01,29.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7145005676233,132.5,NA
1990-10-01,32.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.8125472893888,133.4,NA
1990-11-01,30.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3529974247874,133.7,NA
1990-12-01,25.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3896228863994,134.2,NA
1991-01-01,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2524760456866,134.7,NA
1991-02-01,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.0427194399215,134.8,NA
1991-03-01,17.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6400285907695,134.8,NA
1991-04-01,18.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6071223986663,135.1,NA
1991-05-01,18.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7875753880476,135.6,NA
1991-06-01,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8286950451085,136,NA
1991-07-01,18.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9043552214518,136.2,NA
1991-08-01,18.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6916609083868,136.6,NA
1991-09-01,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9594074110566,137,NA
1991-10-01,19.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.0763121728294,137.2,NA
1991-11-01,19.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2498565408213,137.8,NA
1991-12-01,17.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9269996667905,138.2,NA
1992-01-01,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9506744923387,138.3,NA
1992-02-01,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1682134413533,138.6,NA
1992-03-01,16.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1482707511435,139.1,NA
1992-04-01,17.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1773987855308,139.4,NA
1992-05-01,18.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9030667616544,139.7,NA
1992-06-01,19.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9699515825938,140.1,NA
1992-07-01,19.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.130562762201,140.5,NA
1992-08-01,19.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4302856076912,140.8,NA
1992-09-01,19.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9896798230432,141.1,NA
1992-10-01,19.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8801662185997,141.7,NA
1992-11-01,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5738720114123,142.1,NA
1992-12-01,16.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1911257055748,142.3,NA
1993-01-01,16.8,67792.94,NA,NA,NA,NA,NA,NA,NA,NA,66.527161131895,142.8,NA
1993-02-01,17.41,67813.13,NA,NA,NA,NA,NA,NA,NA,NA,66.6236643610123,143.1,NA
1993-03-01,17.82,67158.16,NA,NA,NA,NA,NA,NA,NA,NA,66.2735709913464,143.3,NA
1993-04-01,18.35,66423.77,NA,NA,NA,NA,NA,NA,NA,NA,66.5303491546114,143.8,NA
1993-05-01,17.89,66531.42,NA,NA,NA,NA,NA,NA,NA,NA,66.600681311334,144.2,NA
1993-06-01,16.8,66267.65,NA,NA,NA,NA,NA,NA,NA,NA,66.36642868875,144.3,NA
1993-07-01,15.81,66993.12,NA,NA,NA,NA,NA,NA,NA,NA,66.3318729641832,144.5,NA
1993-08-01,15.64,66855.72,NA,NA,NA,NA,NA,NA,NA,NA,66.3641985504587,144.8,NA
1993-09-01,15.32,66880.54,NA,NA,NA,NA,NA,NA,NA,NA,66.9413830676658,145,NA
1993-10-01,15.59,67402.7,NA,NA,NA,NA,NA,NA,NA,NA,66.9825098933272,145.6,NA
1993-11-01,14.05,67472.3,NA,NA,NA,NA,NA,NA,NA,NA,67.1059692279036,146,NA
1993-12-01,12.56,67647.64,NA,NA,NA,NA,NA,NA,NA,NA,67.3839583183187,146.3,NA
1994-01-01,12.93,68475.4,NA,NA,NA,NA,NA,NA,NA,NA,67.6173322348798,146.3,NA
1994-02-01,12.9,68207.3,NA,NA,NA,NA,NA,NA,NA,NA,67.8790419243931,146.7,NA
1994-03-01,13.18,68126.2,NA,NA,NA,NA,NA,NA,NA,NA,68.3725910645592,147.1,NA
1994-04-01,14.54,67773.5,NA,NA,NA,NA,NA,NA,NA,NA,68.890167857462,147.2,NA
1994-05-01,15.74,68141.6,NA,NA,NA,NA,NA,NA,NA,NA,69.0921940581617,147.5,NA
1994-06-01,17.04,68545.5,NA,NA,NA,NA,NA,NA,NA,NA,69.5463465792245,147.9,NA
1994-07-01,17.52,68217.5,NA,NA,NA,NA,NA,NA,NA,NA,69.6604753587525,148.4,NA
1994-08-01,16.66,68087.5,NA,NA,NA,NA,NA,NA,NA,NA,70.2697771834527,149,NA
1994-09-01,15.91,68752.5,NA,NA,NA,NA,NA,NA,NA,NA,70.487453525258,149.3,NA
1994-10-01,16.27,69332.5,NA,NA,NA,NA,NA,NA,NA,NA,71.072958568854,149.4,NA
1994-11-01,16.46,69732.5,NA,NA,NA,NA,NA,NA,NA,NA,71.5428709183703,149.8,NA
1994-12-01,15.78,70105.5,NA,NA,NA,NA,NA,NA,NA,NA,72.0654961026308,150.1,NA
1995-01-01,16.56,69835.9,NA,NA,NA,NA,NA,NA,NA,NA,71.8774757829498,150.5,NA
1995-02-01,17.21,70234.9,NA,NA,NA,NA,NA,NA,NA,NA,71.7324919564664,150.9,NA
1995-03-01,17.21,69395.9,NA,NA,NA,NA,NA,NA,NA,NA,71.8315385816315,151.2,NA
1995-04-01,18.7,70310.9,NA,NA,NA,NA,NA,NA,NA,NA,72.2143103037699,151.8,NA
1995-05-01,18.56,70306.8,NA,NA,NA,NA,NA,NA,NA,NA,72.2104203610871,152.1,NA
1995-06-01,17.43,69262.8,NA,NA,NA,NA,NA,NA,NA,NA,72.2960020297269,152.4,NA
1995-07-01,16.5,70306.2,NA,NA,NA,NA,NA,NA,NA,NA,72.0428837948862,152.6,NA
1995-08-01,16.54,70441.2,NA,NA,NA,NA,NA,NA,NA,NA,72.587297416335,152.9,NA
1995-09-01,16.71,70924.2,NA,NA,NA,NA,NA,NA,NA,NA,72.5205183064116,153.1,NA
1995-10-01,16.29,70518.2,NA,NA,NA,NA,NA,NA,NA,NA,72.2849916347885,153.5,NA
1995-11-01,16.52,70819.2,NA,NA,NA,NA,NA,NA,NA,NA,72.9451732937341,153.7,NA
1995-12-01,17.53,71175.2,NA,NA,NA,NA,NA,NA,NA,NA,73.7284782727482,153.9,NA
1996-01-01,17.48,71277.3,NA,NA,NA,NA,NA,NA,NA,NA,73.28592613445,154.7,NA
1996-02-01,17.77,71576.4,NA,NA,NA,NA,NA,NA,NA,NA,73.4650211589384,155,NA
1996-03-01,19.9,71648.3,NA,NA,NA,NA,NA,NA,NA,NA,73.4241323342046,155.5,NA
1996-04-01,21.33,71533.3,NA,NA,NA,NA,NA,NA,NA,NA,73.7595930872308,156.1,NA
1996-05-01,20.12,71468.3,NA,NA,NA,NA,NA,NA,NA,NA,74.1962470050187,156.4,NA
1996-06-01,19.32,71729.8,NA,NA,NA,NA,NA,NA,NA,NA,74.4673853969564,156.7,NA
1996-07-01,19.6,71917.8,NA,NA,NA,NA,NA,NA,NA,NA,74.5160742492298,157,NA
1996-08-01,20.53,71480.8,NA,NA,NA,NA,NA,NA,NA,NA,74.833225172088,157.2,NA
1996-09-01,22.04,71980.8,NA,NA,NA,NA,NA,NA,NA,NA,75.2373174942594,157.7,NA
1996-10-01,23.22,72453.8,NA,NA,NA,NA,NA,NA,NA,NA,75.3529976906925,158.2,NA
1996-11-01,22.66,72998.8,NA,NA,NA,NA,NA,NA,NA,NA,75.9167638508497,158.7,NA
1996-12-01,23.22,73582.8,NA,NA,NA,NA,NA,NA,NA,NA,76.2345892521998,159.1,NA
1997-01-01,23.02,73421.7,19580,20817,23958,29456,15180,14653,17273,19714,76.3633436284065,159.4,59.41171
1997-02-01,20.88,73944.6,19423,20429,23861,29147,15001,14249,17173,19344,77.0681349977269,159.7,57.9327
1997-03-01,19.16,73925.7,19896,20048,24504,28737,15464,13887,17778,18885,77.514987308088,159.8,95.8373
1997-04-01,17.83,74385.1,20395,20774,25232,30180,15947,14628,18439,20213,77.8150625883406,159.9,95.51237
1997-05-01,18.55,73737.3,19978,20282,24941,29400,15487,14088,18082,19430,77.9743842399582,159.9,55.2234
1997-06-01,17.35,72936.7,20401,20167,25579,29100,15829,13836,18508,19119,78.6760257033356,160.2,63.46032
1997-07-01,17.49,73443,20330,20445,25603,29545,15672,13945,18344,19511,79.1023471201369,160.4,54.95415
1997-08-01,17.96,74351,19427,20158,24671,28883,14723,13545,17373,18802,79.371789028968,160.8,32.10918
1997-09-01,17.85,74801.4,19839,20636,25069,29682,15157,14021,17783,19436,79.654840410595,161.2,74.38128
1997-10-01,18.73,75316.5,20240,20679,25525,30027,15610,14137,18324,19629,80.1603328225834,161.5,89.02506
1997-11-01,17.88,75158.5,19999,20213,25521,29846,15395,13749,18404,19383,80.2074732899161,161.7,68.78264
1997-12-01,15.95,75048.4,20702,21223,26365,31205,16062,14789,19172,20705,80.3529761092484,161.8,50.97836
1998-01-01,14.33,76481.5,19815,20403,25517,30169,15100,13958,18205,19622,80.7369815033618,162,70.36618
1998-02-01,13.32,76882.5,20699,20465,26770,30405,15911,13988,19344,19804,80.7841183284403,162,69.35783
1998-03-01,12.34,76695.5,21168,20633,27521,30876,16337,14122,20006,20200,80.6073875930888,162,87.09316
1998-04-01,12.81,76583.4,20407,20290,26697,30394,15559,13745,19192,19669,80.5585411823821,162.2,57.05707
1998-05-01,12.61,75957.1,20920,20369,27379,30401,16061,13789,19774,19586,80.7029674448144,162.6,82.9233
1998-06-01,11.61,75650.4,21098,20418,27974,30716,16222,13796,20271,19782,80.3002139243872,162.8,75.54867
1998-07-01,11.55,75195.4,20643,20339,27548,30698,15744,13663,19835,19675,80.3158981034966,163.2,102.52676
1998-08-01,11.34,74483.3,20397,20139,27416,30287,15476,13387,19710,19241,80.4508816341245,163.4,56.53372
1998-09-01,12.77,74500.4,21032,20150,28081,30237,16094,13302,20372,19218,80.7682838787277,163.5,120.30372
1998-10-01,12.11,74671.4,20561,20256,27401,30125,15596,13316,19782,19293,80.8870918352682,163.9,134.35567
1998-11-01,10.99,75665.4,20903,20314,27790,30234,15883,13322,20149,19408,80.7876158149247,164.1,125.8946
1998-12-01,9.39,75352.5,20977,20374,28036,30507,15863,13388,20280,19502,80.7500325560483,164.4,56.46775
1999-01-01,10.16,75647.6,21218,19878,28295,29898,15989,12926,20333,18826,81.6533330730323,164.7,71.11098
1999-02-01,10.33,76090.3,21147,19880,28351,30063,15812,12942,20224,19000,81.6344361832548,164.7,64.79443
1999-03-01,12.1,75679.6,21738,20585,29154,30896,16328,13612,20857,19813,82.1321049809448,164.8,65.50213
1999-04-01,14.82,74266.6,21411,20324,28547,30327,15973,13288,20220,19267,81.9943679600908,165.9,59.44795
1999-05-01,15.57,74094.6,21289,20727,28712,30967,15883,13636,20389,19848,82.7381018438754,166,60.37749
